Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status
time energy  constraints  and figure out like a plan for them  to the;how;best to  accommodate their bilingual students.   ; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS
_ like we had a lot of people, i guess, like five, but we didn't totally understand five and how it,;how;it varied from, regular point of view, so, we couldn't really like accept that one, but, i don't kno; First Year Philosophy Seminar ;SEM475JU084;S10;F;JU;NS
 maybe broken up?  ;how;?   um,  th; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
  ;how;do you get hot water?   how d; Chemistry Lab ;LAB200JU018;SU-m;M;UN;NS
ylor. (not) the right one.   so;how;are you finding Taylor anyway?   ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
ility of X, given E, times the probability of, Y given X and E. oh you have an X on cavity and catch;how;does that work?   this is all confusing i know; Computer Science Office Hours ;OFC270MG048;S2;F;SG;NS
 the gap between, you know the baby boomers and and the, you know and youth but, i didn't really see;how;that would kind of fit in to my  argument so i just used it as a  transition  ; Anthropology of American Cities Office Hours ;OFC115SU060;S1;M;SU;NS
us one    ;how;do we know that those are rules though that's my question    ; Math Study Group ;SGR385SU057;S1;M;SU;NS
ll, your brain is doing all of the th- all of the thinking right? um, but i'm wondering how exactly,;how;exactly number five can be a combination of two and three.  c- could ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
 i see    ;how;long is  yours (Wendy?) yeah i need it today.   ; American Family Group Project Meeting ;SGR565SU144;S3;F;SU;NS
  huh?  ;how;how long you gonna be here?   ; Heat and Mass Transfer Office Hours ;OFC195SU116;S14;M;SG;NS
   i'm just showing you ;how;to ask questions i'm not telling you what questions to ask.   ; Academic Advising ;ADV700JU047;S2;F;ST;NS
hink of every time i hear it.  ;how;we're going to transcribe this i have no idea   ; Biology of Birds Field Lab ;LAB175SU026;R1;F;SU;NS
ght so the basic idea is that, you know de- depending on what the weighting is, we're gonna, tell it;how;strong it should punish, anything that deviates from an unshaped pulse. and if, if uh something that; Physics Research Group Meeting ;MTG485SG142;S3;M;JG;NS
  that's the  ;how;else?   for, do you remember the um, the cider mill?  ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS
ited? like, this is exactly the same as in my textbook. h- how is the, this one enzyme limited, and,;how;, like i'm i got confused cuz it seems the opposite for me. ma-  i'd s- i'd say this would; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
  that it can bring genes from the uh, plasmid, to like a different location on a different plasmid.;how;you can (move) genes with it or something. it seems kinda strange but,    ; Intro Biology Study Group ;SGR175MU126;S4;F;SU;NS
  yeah.   well it was saying;how;um, there's a medicalization of like the male sexuality also like um, uh, i don't really know where ; Sex, Gender, and the Body Lecture ;LES565SU137;S19;F;JU;NS
  okay   (;how; do you know?)    ; Architecture Critiques ;STP125JG050;S3;F;JF;NS
  okay is there like some inequality that you could write out that would show;how;they would trade? i don't know it's so_ like the first question    ; Economics Office Hours ;OFC280SU109;S5;F;SU;NS
t my environment for the dative case, and then, i should know how to translate the sentence. so Andy;how;did you translate this thing?  ; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS
  um what  advancement,  do they utilize and;how;does it benefit the model?   sp; Technical Communications Tutorial ;OFC578SG037;S1;F;JF;NS
  i mean you can always have, um multiples of something, you know;how;you have, two over two  and all this other crap    ; Math Study Group ;SGR385SU057;S3;F;SU;NS
less people who i've, spoken to here um, and i think, i'm gonna interview them about uh, just about,;how;they see,  home-  uh home- homelessness how they see it as as a problem just to; Anthropology of American Cities Office Hours ;OFC115SU060;S5;M;SU;NS
  and you_ do you have a tutor? are you going to_ how;how;are you_ you're working with a friend you're doing homework with your friend   ; Academic Advising ;ADV700JU047;S2;F;ST;NS
dictory right?   well then okay;how;do you do it then?   so, i have; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
  sure.   how many more,;how;many more do you need?   well; Science Learning Center Service Encounters ;SVC999MX148;S5;F;UN;NS
ore equivalent by doing some kind of pairing. how would you compa- pair 'em, maybe by driving habits;how;many accidents they had that might indicate whether they're a reckless driver or not and you put 'em; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS
hing   cuz he was talking about;how;he was J-P today cuz like, with the music they were saying J-P and he's like yeah, J-P yeah (it says; Astronomy Peer Tutorial ;OFC150MU042;S5;F;SU;NS
h, there's the danger it will get published, number one number two it's not clear to me i don't know;how;you feel but it's not clear to me that, having someone look at this photo's  gonna  ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
   alright.  so what's everything we need to know about S-N-one?;how;does it happen? why does it happen? what's it have to look like? what can it make? what's it do to t; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  what up Joe.   what's up man;how;you doing?   doing pretty  ; Media Union Service Encounters ;SVC999MX104;S52;M;SU;NS
  yes,  that's what we,  we have to figure out like;how;we do that.   right here. ; Math Study Group ;SGR385SU057;S1;M;SU;NS
  it's not a re- just a regional inventory you wanna know, not only you know where they are and;how;many they are but but why and how they got there.   ; Interview with Botanist ;INT175SF003;S2;M;SF;NSO
their life consists of like,  the  pressures that are on them. and that affects;how;and, affects their personality.  a lot of  times in a negative way.  ; English Composition Tutorial ;OFC301MU021;S3;F;JU;NS
  right, so we have C-O-two so, what do you think that means?  so;how;many  how many carbons does citrate have?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
   so;how;do you, how does it, pump the protons?    ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
he reaction, from citrate, to sysaconitate,  and then  to isocitrate. okay? so,;how;do i get alpha-keto-gluterate?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
e away, things from the marble, but he just, he couldn't imagine actually finishing it. can you see,;how;the proportions would be a problem here, if he were to continue on with this carving? Olivia, you ha; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
   there are, there are people i,  i i don't know like;how;they back it up but there are people that especially there's a certain kind of a, a Buddhist that do; Objectivism Student Group ;SGR999MX115;S4;F;SU;NS
t from here to there. sort of a sort of a view,  of the methods.  you know it's;how;we're gonna get from, um, you know whatever our objective is, how we are gonna how we're gonna get f; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
n that place, how do you?   how;how;are you not?   cuz i don't thin; First Year Philosophy Seminar ;SEM475JU084;S3;M;JU;NS
     the pa-;how;do you turn on all the  pathways on at the same time?   ; Intro Biology Study Group ;SGR175MU126;S4;F;SU;NS
u know so is organizational studies  so is communication  studies it depends on;how;quantitative you want to be.   ; Academic Advising ;ADV700JU047;S2;F;ST;NS
ken     oh;how;far away  the picture's taken. okay mhm.   ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
  clear what up?  ;how;to_ if it's got two (ranges) if it's two years old or if it's in its third year whatever you wanna c; Biology of Fishes Lab ;LAB175SU033;SU-f;F;UN;NS
h.   yeah, somebody who knows;how;to use their watch.   yeah  ; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS
   there is an American way of spelling it, but that's not;how; like a butcher shop would spell it.   ; Visual Sources Lecture ;LES320SU085;SU-f;F;UN;NS
t other people think about it and what they've been doing in the past eight years these two kids and;how;they're gonna try and make their, debut back into society so this week so it's um, i mean it's kind ; Ethics Issues in Journalism Lecture ;LES220SU140;S2;F;SU;NS
m.   how many peop- peop- uh,;how;many, students, can they s- house?   ; Forum for International Educators Meeting ;MTG999ST015;SU-f;F;ST;NS
ait   wait, for E-two though...;how;can there be an, inversion if it's going from a single bond to a double bond?   ; Organic Chemistry Study Group ;SGR200JU125;S2;M;JU;NS
rnel i guess.   good, okay, and;how;far do i read, before i see, that, transitive active verb?   ; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS
  think we've beat it into the ground? okay, so;how;'bout S-N-two?   you guys, you ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  yes   okay.;how;about if we start with Erin, and just go, around the room, read your question and then, say what you; Intro Biology Discussion Section ;DIS175JU081;S1;F;JF;NS
he cost functional, and it has a fitness of, two-point-seven, or whatever, and i am not sure, how c-;how;can you compare the two numbers you get for the fitness with the cost functional, if it's not like i; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS
  wow   ;how;far along are they?    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S4;M;SU;NS
lright?   how did we figure out;how;big the batch was in the first place? we took the number of  days in our cycle,  ; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS
   i mean;how;long ago was that?   that was i; Forum for International Educators Meeting ;MTG999ST015;S9;F;ST;NS
nk that her, the fact that she doesn't see any agency in, sex- sexual relations at all for women and;how;, it's all bad and such like, like Molly was saying i just don't think it, really, makes sense in li; Sex, Gender, and the Body Lecture ;LES565SU137;S4;F;SU;NS
t how it  affects  our culture but i couldn't figure out you know, like exactly;how;to_ so i just asked the question  you know?    ; Anthropology of American Cities Office Hours ;OFC115SU060;S1;M;SU;NS
  i don't   do you know;how;to how to start do you know, how you wanna begin?   ; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
t get into col- you can't learn anything of course so, so like they_ kids honestly would ask us like;how;did we get into Michigan and, were you scared to go to school every day and, stuff like that and the; Intro to American Politics Discussion Section ;DIS495JU119;S14;M;JU;NS
your governorship or whatever, because you feel that, they don't know how to run things cuz you know;how;to run things (you were raised) (xx)   ; Intro to American Politics Discussion Section ;DIS495JU119;S5;M;JU;NS
   class if you  ;how;much   but it sounds like you're not so stressed...  ; Academic Advising ;ADV700JU047;S4;M;JU;NS
  right exactly it can't leave without protein right? so it just keeps, and like i don't know;how;this transposon,    h; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS
ou'll be looking at, business issues and organizations from a variety of disciplines, and so, that's;how;that works and you may take no more than twelve credits, per department... so you can't for example ; Academic Advising ;ADV700JU047;S2;F;ST;NS
 and side  (yards) and things like that you can have a better idea, of actually;how;far to extend, what kind of, education you need to, t- t- to design, to have this (still exist.)  ; Architecture Critiques ;STP125JG050;S3;F;JF;NS
know one, one shot of the body another shot of, blood, and they're they're both pretty gruesome. um,;how;do you feel about the decision to run any picture? yeah?   ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
  um okay i was wondering about this point rationing. (xx);how;um, (xx) fixed points that are, fixed point constraint, okay i don't know what this line is right he; Economics Office Hours ;OFC280SU109;S8;F;SU;NS
  cuz i would, you know yeah you always see like;how;the kids wanna do really well cuz they know they need to get a scholarship or  etcetera  ; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS
forcing men to watch porn and if they knew that it was harming them and they felt uncomfortable with;how;it was affecting them they would stop so they obviously, don't if they're still watching it.   ; Sex, Gender, and the Body Lecture ;LES565SU137;S5;F;SU;NS
ee     but;how;do  you know which is the right one if you think   ; First Year Philosophy Seminar ;SEM475JU084;S4;F;JU;NS
 food material for them.   so;how;much  (xx)    ; Biology of Fishes Field Lab ;LAB175SU032;SU-m;M;UN;NS
  i thought how can it translate to more than one,  in different poly- ;how;? it's the same basi- like how does it, make a different polypeptide?   ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
  uh,  know various components of the electron transport, chain, know;how;F-A or, N-A-D-H (xx) (causes endoelectrogen- then remember) two shuttles  ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
ld be so wonderful that would be so wonderful but you know how much are you willing to you know how,;how;much is wonderfulness? you have forty thousand dollars worth of wonderfulness? i mean, does it reall; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS
on, how this festival is representing an African-American community  and  what,;how;it's defining that community through the kinds of things that it's selling. um, we've got sort of, a; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  is wrapped  right? and i- you know;how;where you can try and  and look for that? is always when you're looking  at thi; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
  honestly it's fine i really like i'll admit i have no real, knowledge of;how;to do this so i m- any textile really   ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS
   yeah and it just it shows you;how;, like what we we would think that that's, totally wrong but the kids don't know any better the kids; Intro to American Politics Discussion Section ;DIS495JU119;S16;M;JU;NS
  don't cry.  ;how;happy you are  to leave  and this is our last lab   ; Chemistry Lab ;LAB200JU018;SU-f;F;UN;NS
er mind but anyway,  and so that's like the Bible's naturalistic view of;how;men and women are, and i'm saying y- normally feminists would take offense to that, i guess and clai; English Composition Seminar ;SEM300MU100;S7;M;JU;NS
used L'Hopital's rule?   that's;how;because you like when you plug in infinity, you get infinity over infinity you use um yep ; Math Study Group ;SGR385SU057;S3;F;SU;NS
  okay.   how,;how;tall is this?   how tall is thi; Visual Sources Lecture ;LES320SU085;S6;M;SU;NS
re. ;how;is  it to use? is it    ; Media Union Service Encounters ;SVC999MX104;S29;M;UN;NS
   a deterrent  what do you mean;how;do you anything.  a deterrent can be    ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS
hink so. cuz look they they're different. you know what i mean? they're slightly different. but look;how;he suggests her eyebrows, and then her forehead   ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
 (xx) you wanna consider the dye colors, um, but you don't wanna get so, swamped into details about,;how;the piece was actually made, that it takes you too far afield. (we wanna) make a short research pape; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
 know?   yeah like for instance;how;about when the, physics the physicists say, that, no this uh, this thing can be a wave and a particl; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
ood on a purely sonic level explain how this song, um in specific demonstrates all these things. and;how;, it you know when it when it comes down to, it it's sort of like um, Wynton Marsalis who's always s; American Culture Advising ;OFC105SU068;S1;M;SU;NS
 going_ how is this character connected to, and that_ those kinda end up being essay questions often;how;is this character connected to this event or connected to this character or, you know... i noticed y; Academic Advising ;ADV700JU047;S2;F;ST;NS
  and um you can, so once you find up here  (you know then) you can find (xx) see;how;long it takes to go around the earth and you know what the earth's rotation is, so you can make some; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS
   okay  like, you know;how;we had F-of- zero equals X? we didn't. we thought... we had something, i don't know. i don't think i; Math Study Group ;SGR385SU057;S3;F;SU;NS
identity principle it comes back to saying, the key is that it does not have any characteristics. so;how;does infinity have no, characteristics? how does Peikoff say it? what he says is, that infinity says; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
t i can ask f- some, well ask? yeah ask some interesting questions about, where the truffles are and;how;they got there and whether they're actually evolving or just going extinct. and so, yeah there were ; Interview with Botanist ;INT175SF003;S1;M;SF;NS
it is psycho. so  we'll give you some more details so that you can see um,;how;, um, how refined and detailed and suggestive you can get in sculpture. this is the head of Christ  ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
le parent home.  which is kind of, you know  that kinda  goes along with,;how;we s- when we started we were like so, who of you are from, a single parent family? and like four of; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
s is uh   does anybody remember;how;to derive, Wien's Law?   Wien; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS
   ;how;would_ mhm     ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS
a matter of fact the first question  they asked  once they get here is uh when_;how;can we get to Birch Run    ; Forum for International Educators Meeting ;MTG999ST015;S9;F;ST;NS
, help make your argument more but it's not this one, i mean doesn't she talk somewhere about um, uh;how;if you're a private independent company you actually have to, pay more for mall space? i think she d; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  she's being  blown up by a nuclear bomb? right? there's a lot of fear going on there.;how;much information do you think your average American had about, what communism was?   ; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS
l would completely depend on, how much weight you put on it.  so,  i'm not sure;how;you can compare something, without. like, when you go through you get a pulse rate without the cost ; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS
 remember,  someone explained it to me that in um, like in prokaryotes you know;how;, they don't have D-N- like splicing, of introns cuz they don't have enough stuff to do it? so if yo; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
ss the Y-axis doesn't work? what if you need a reflection across the line Y equals three? ;how;are we  gonna write that?  that's all i'm asking    ; Math Study Group ;SGR385SU057;S1;M;SU;NS
e in the group was that uh Nell told you about it and you cou- you got Jack involved in it, and then;how;about Pedro, and, Satosh?   um ; Graduate Student Research Interview 1 ;INT425JG001;S1;F;JF;NS
 we, we can make we make choices, that's true, but the choices don't contradict, reality. so, that's;how;it's consistent with volition we make choices but, um, the choices we make can't,  can't c; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
 translate to more than one,  in different poly-  how? it's the same basi- like;how;does it, make a different polypeptide?   ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
orry.   like i don't understand;how;after translation,  how can M-R-N-A  encode something things that, like, more t; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
  well that was the question i had for you i i'm wondering if you, have thoughts on;how;old it is or   well look at the; Art History Office Hours ;OFC320SU153;S3;F;SU;NS
   (but) what i really need to know is ;how;i can make it active again.    ; Media Union Service Encounters ;SVC999MX104;S71;F;UN;NS
  it's a a yeah it's our assumptions about;how;things work right? it's, it's our assumptions about how things work, it's the, beliefs and values, t; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS
a number of different solutions to this. and this what i'd like to, to discuss in small groups about;how;, plausible each of these solutions is. okay, so, around about page two-twenty, he says, maybe he is; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
 let me, let me take a vote. for of,;how;many people haven't done a presentation so far? okay, of the people who haven't done a presentation ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
art to_ but i think it's a fine place to start. um, start to work through these arguments, about um,;how;we need to understand, these organizations within their, contexts in these two, d- very different ci; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  what you should think about in terms of a double major Nitin is is what are your interests.;how;do you want to spend your time not just i wanna do something else, but  what do you enjoy ; Academic Advising ;ADV700JU047;S2;F;ST;NS
ld be?  how do you decide that you were wrong that your center of gravity,;how;can you ever just, you know, decide that you're wrong about where your center of gravity is?  ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
, are all gonna be about organ- organizations. how people organize themselves how they work as teams;how;they don't work as teams, what can go right what can go wrong ho- you know that kind of thing so so ; Academic Advising ;ADV700JU047;S2;F;ST;NS
the key is that it does not have any characteristics. so how does infinity have no, characteristics?;how;does Peikoff say it? what he says is, that infinity says what that's really saying is that, you're a; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
   wait;how;can    just little no; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
e_ that you were gonna be here next Friday. i had this feeling  that  depending;how;things were going i wasn't gonna take a chance, so   ; Immunology Lab Meeting ;MTG400MX008;S2;M;SF;NS
  um so the next, thing that we talk about, is;how;society assumes that fathers are less involved, that was our nother s- another stereotype. um, and w; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
w   yeah that's what basically,;how;w- how it's treated.   ; Interview with Botanist ;INT175SF003;S1;M;SF;NS
  two and one are independent of each other, but, and s- but;how;does that correlate with three?   ; Computer Science Office Hours ;OFC270MG048;S1;M;JG;NS
ke talking to her and stuff.  ;how;do we know? oh you have to ask her?   ; Astronomy Peer Tutorial ;OFC150MU042;S12;F;SU;NS
     what is it, wh-;how;can you  have something that has, i- it's one characteristic and then the exact, contradi; Objectivism Student Group ;SGR999MX115;S5;M;JU;NS
  mm   so;how; come that    ; Organic Chemistry Study Group ;SGR200JU125;S4;M;JU;NS
 funny i'm like  so what's his real name she's like i don't know i can't say it. i'm like;how;long have you been going out with him she's like, be quiet.   ; Math Study Group ;SGR385SU057;S2;F;SU;NS
ou know that's a way we become, you know we, we come to conclusions to know, you know existence. but;how;about for you? well first you have to say what's an emotion?   ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
    six-I ;how;did i ke- how did i do that again...? yep you're right.   ; Math Study Group ;SGR385SU057;S1;M;SU;NS
in sort of the same way that is going from_ looking at the Latin going from left to right and seeing;how;much you know at what point. consider the first five words in the first sentence,   ; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS
f that    ;how;do we, how do we carbonate it.    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS
  okay so anyway, Liam enlighten us.;how;does this start?   leaving grou; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  i don't know,  i couldn't tell where like the point of, i love how like, i love;how;i'm like the only one  who read it. seeing how i usually never, you know i usually do my ; First Year Philosophy Seminar ;SEM475JU084;S10;F;JU;NS
  meaning that, um, like soci- the societal expectation, for_ it's the same thing with uh w- wo-;how;women are al- how women, have more um, agency in terms of of, stretching the the um, the gender bo- ; Sex, Gender, and the Body Lecture ;LES565SU137;S7;M;SU;NS
  but it doesn't look like it'd be in the plane of the board ;how; can you have stuff on one side or the other Andy? this is one of those questions with on; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
ave a, structure to talk about yet.  and then we can talk about;how;to get that structure. um... here's what occurs to me in most of this.  um,  an; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
    well you know;how;she  like is like always pushing like well if someone that works a lot on the paper and d; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS
hing  you  know that type of thing it's less about, really close-up pieces, and;how;they're, you know sexualized.  ; Sex, Gender, and the Body Lecture ;LES565SU137;S10;F;JU;NS
en depend on income.   okay, so;how;would i, get X-two from that though?   ; Economics Office Hours ;OFC280SU109;S1;F;SU;NS
  so yep you wanna do the same thing for;how;you do a T-test here you have to get your S-P... you have to get your S-P, and then have one over N-; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS
was a different bird.   okay,;how;'d you do? sounded good.    ; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS
good answer like i'm i'm not shooting you down i just  want you to  explain it.;how;can you have different sides if it's not in the up and down plane? i'm baffled. ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  oh, in our book it was like later in the_ was it, when they talk about, complex three,;how;ca- i don't know ma- maybe it's a new term they have.   ; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
 yeah and you look at the parking lot;how;(full)  the parking  lot behind this building gets all the time   ; Architecture Critiques ;STP125JG050;S3;F;JF;NS
from one parent households have significantly lower grades, and test scores. and it also, discusses,;how;uh, it talks about lower income and like about mother headed households. but like and i'm thinking o; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS
cross, three.   but do you know;how;that, how does whe- what it's across affect the equation?   ; Math Study Group ;SGR385SU057;S1;M;SU;NS
   it seems to me obviously we all know ;how;to write so i don't think getting_ like when i do it, (i'm gonna do it)   ; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
  we're talking the, the very original parent. so,;how;does the original parent start out? in meiosis? what's its ploidy?   ; Intro Biology Discussion Section ;DIS175JU081;S1;F;JF;NS
t the extraneous garbage which i guess is something you didn't state, but their hypothesis about how;how;to, differentiate, garbage you don't want from stuff that you might want, is, by looking at the devi; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS
r, functional group on it right? but we're talking about the molecule  acetate ;how;many carbons does acetate have?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
mine how   determine ;how;, restoration     ; Natural Resources Research Group Meeting ;MTG425JG004;S3;M;JG;NS
er- a different Mac?   mm yeah.;how;long are you gonna be on those?  (xx)    ; Science Learning Center Service Encounters ;SVC999MX148;S9;F;UN;NS
in, is kind of the way you can describe these buildings, right? that's how the Media Union is that's;how;this building is they're big, enclosures, big volumes, enclosed by a very sheer thin surface. and i ; Architecture Critiques ;STP125JG050;S3;F;JF;NS
  hm?  ;how;come you came up to the BioStation (with us?)   ; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS
  yeah but  ;how;are they_ how many have they got?   ; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO
  okay Anna in my other group runs marathons, and this is;how;we explained two step reactions. if i were to attempt to run a marathon,  ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  yeah   software ;how;do you get the software?    ; Astronomy Peer Tutorial ;OFC150MU042;S8;M;SU;NS
hings one is that i- i- it's_ it took you a while to sort of figure out how to study for this class.;how;to keep on top of it. and and now you kind of, have a handle on that,  ; Academic Advising ;ADV700JU047;S2;F;ST;NS
   how does it make l- but  isn't it,;how;is it all translated from the same things but it's different?   ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
 went to a desegregated school, and how many people thought they did?  and;how;many people did i agree with?   ; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS
  okay.   so,;how;to get around this problem, um y- you can indicate that, this, suggests some stereotypes in your min; English Composition Tutorial ;OFC301MU021;S1;F;JF;NS
in for me.   i did i did like;how;many hydrogen things there are. this one has like six, but one of 'em has nine, this one has nine or; Science Learning Center Service Encounters ;SVC999MX148;SU-f;F;UN;NS
 of thing in the footnote.   h-;how;would you do it would you put that before like all the information or after the information?   ; English Composition Seminar ;SEM300MU100;S6;M;SU;NS
xpect, for that.   right. well,;how;many, you gotta have this statistically significant size, right? what kind of end are you looking fo; Linguistics Independent Study Advising ;OFC355SU094;S1;M;SF;NS
tive-two-point-five-seven, is good? ;how;do yo-  mhm, negative-two-point-five-seven, is your test statistic.  ; Statistics Office Hours ;OFC575MU046;S3;F;SU;NS
   actually;how;many scientifics you have out?   ; Science Learning Center Service Encounters ;SVC999MX148;SU-m;M;UN;NS
onna    ;how;many times does Chris fall asleep in one lecture (xx)    ; Biology of Fishes Lab ;LAB175SU033;SU-m;M;UN;NS
   how did she learn;how;to say it like that?   i didn't; Math Study Group ;SGR385SU057;S2;F;SU;NS
t should work and  um, so then, you'll find the orbital period and this is;how;much (xx) watch with one satellite,  then you  (just) have to find out you know; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS
 the form of your roof, and, how you chose to, butt up to, these circulation spaces on one side, and;how;you chose what (wide reach of space it could be,) and what form they should be?   ; Architecture Critiques ;STP125JG050;S6;F;SF;NSO
of pinpoint you, and there is a time limit to it and i guess at the bottom of the screen you can see;how;much time you have left, um  so you    ; Forum for International Educators Meeting ;MTG999ST015;S6;F;ST;NS
ut then do you have anti-elimination? like looking at the one where it is still rotating, ;how;many options  do you have to still have anti-rotation anti-elimination? some form of that; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
ing with my little filter   (;how;many) have i finished? two three four   ; Chemistry Lab ;LAB200JU018;SU-m;M;UN;NS
efinitely recognizing that some women are aroused by pornographic images right? but, to her is that,;how;do i put this like a healthy kind of sexual arousal?   ; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS
  so, in order for elimination to occur, which, what things do you have to line up? and then;how;do they have to be lined up?   ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
e moms will get the custody like in a custody battle they'll always get sole custody. and that shows;how;like, at least we're arguing that it shows that, you know society feels that men aren't able to take; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
, the cell bursts and like, releases this thing.  this  virus right? and that's;how;the virus grows. another case like what it could happen is that the cell, this like viral D-N-A can ; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS
e, thumb and the thum- and the fingernails. it's really an extraordinary achievement and, the wrist,;how;the wrist um the delicacy of the wrist and how he suggests the veins and the, and the, um, the small; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
 it's from based on how it's made and then w- the motifs found on it? is  that ;how;you think we'll d- we'll figure it out?   ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS
 number of the fitness, of something with or without the cost functional would completely depend on,;how;much weight you put on it.  so,  i'm not sure how you can compare something, wi; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS
  school   school?;how;'s that?   teaching you diversi; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS
  hm one  ;how;many molecules does it take to start an S-N-two?   ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
